Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
B&g foods  inc.,BGS,"",64462.0,1341000.0,0.0086,,999,64462.0,,new,0.0987167,Q3 2017,CONSUMER STAPLES,13F,06/30/2019,20.8
Fitbit inc,FIT,"",304209.0,1339000.0,0.0086,0.0314,1000,-494562.0,-61.915367,reduction,0.1359654,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,5.8844
Huya inc,HUYA,"",53311.0,1317000.0,0.0084,,1001,53311.0,,new,0.0264505,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,24.71
Hershey company (the),HSY,"",9806.0,1314000.0,0.0084,,1002,9806.0,,new,0.0047027,Q2 2016,CONSUMER STAPLES,13F,06/30/2019,134.03
Src energy inc,SRCI,"",264864.0,1314000.0,0.0084,0.0201,1003,-325588.0,-55.142162,reduction,0.1088542,Q3 2018,ENERGY,13F,06/30/2019,5.12
Repligen corp.,RGEN,"",15109.0,1299000.0,0.0083,0.0032,1004,7066.0,87.852791,addition,0.0344012,Q2 2018,HEALTH CARE,13F,06/30/2019,68.2713
Amerisourcebergen corp (holding co),ABC,"",15228.0,1298000.0,0.0083,0.0084,1005,-710.0,-4.454762,reduction,0.0072140,Q2 2015,CONSUMER STAPLES,13F,06/30/2019,76.5272
Pattern energy group inc,PEGI,"",56223.0,1298000.0,0.0083,,1006,56223.0,,new,0.0573236,Q2 2019,ENERGY,13F,06/30/2019,23.09
Cooper tire & rubber co,CTB,"",41031.0,1295000.0,0.0083,0.0092,1007,-5468.0,-11.759393,reduction,0.0818655,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,29.89
Mgic investment corp. (1984),MTG,"",98314.0,1292000.0,0.0083,0.0485,1008,-455240.0,-82.239492,reduction,0.0276442,Q1 2015,FINANCE,13F,06/30/2019,13.19
Firstcash inc,FCFS,"",12885.0,1289000.0,0.0082,0.0027,1009,8225.0,176.502146,addition,0.0295731,Q2 2018,FINANCE,13F,06/30/2019,95.0263
Chemed corporation,CHE,"",3569.0,1288000.0,0.0082,0.0227,1010,-7095.0,-66.532258,reduction,0.0223482,Q3 2017,HEALTH CARE,13F,06/30/2019,318.0572
Snap-on inc.,SNA,"",7752.0,1284000.0,0.0082,,1011,7752.0,,new,0.0139450,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,165.64
Novocure ltd,NVCR,"",20236.0,1280000.0,0.0082,0.0035,1012,9189.0,83.180954,addition,0.0211298,Q1 2018,HEALTH CARE,13F,06/30/2019,55.0086
Emcor group  inc.,EME,"",14400.0,1269000.0,0.0081,0.0073,1013,-616.0,-4.102291,reduction,0.0257143,Q1 2019,INDUSTRIALS,13F,06/30/2019,73.08
Cousins properties  inc.,CUZ,"",34894.0,1262000.0,0.0081,0.0955,1014,-336903.0,-90.614771,reduction,0.0082964,Q1 2017,REAL ESTATE,13F,06/30/2019,9.3872
Murphy oil corp.,MUR,"",51058.0,1259000.0,0.008,0.1181,1015,-555005.0,-91.575463,reduction,0.0295031,Q3 2018,ENERGY,13F,06/30/2019,29.3
Quanta services  inc.,PWR,"",32963.0,1259000.0,0.008,,1016,32963.0,,new,0.0233185,Q2 2019,INDUSTRIALS,13F,06/30/2019,38.19
Aspen technology inc,AZPN,"",10071.0,1252000.0,0.008,0.1917,1017,-266401.0,-96.357316,reduction,0.0144594,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,101.4934
Macrogenics inc,MGNX,"",73311.0,1244000.0,0.008,,1018,73311.0,,new,0.1501967,Q2 2019,HEALTH CARE,13F,06/30/2019,16.97
Viacom inc.  class b,VIAB,"",41454.0,1238000.0,0.0079,0.0087,1019,-5284.0,-11.305576,reduction,0.0102897,Q1 2015,COMMUNICATIONS,13F,06/30/2019,28.6356
Fmc corp. (food machinery & chemical corp.),FMC,"",14860.0,1233000.0,0.0079,0.0048,1020,5519.0,59.08361,addition,0.0112909,Q1 2018,MATERIALS,13F,06/30/2019,79.0967
Pitney-bowes inc.,PBI,"",286868.0,1228000.0,0.0078,0.0039,1021,201556.0,236.257502,addition,0.1543048,Q4 2016,INDUSTRIALS,13F,06/30/2019,5.0185
Northwest natural gas co. (portland gas and coke),NWN,"",17632.0,1225000.0,0.0078,,1022,17632.0,,new,0.0610104,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,69.5
Hertz global holdings inc,HTZ,"",76034.0,1214000.0,0.0078,,1023,76034.0,,new,0.0903661,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,15.96
Sunesis pharmaceuticals inc,SNSS,"",1669180.0,1213000.0,0.0078,0.0178,1024,-530820.0,-24.128182,reduction,2.4699319,Q2 2017,HEALTH CARE,13F,06/30/2019,2.79
Equity lifestyle properties inc,ELS,"",9992.0,1212000.0,0.0077,0.0091,1025,-1946.0,-16.300888,reduction,0.0111109,Q4 2017,REAL ESTATE,13F,06/30/2019,98.5102
Comfort systems usa  inc.,FIX,"",23676.0,1207000.0,0.0077,0.0092,1026,-2754.0,-10.419977,reduction,0.0642148,Q1 2019,INDUSTRIALS,13F,06/30/2019,52.39
Puma biotechnology inc,PBYI,"",94836.0,1205000.0,0.0077,0.014,1027,40655.0,75.035529,addition,0.2456255,Q3 2017,HEALTH CARE,13F,06/30/2019,35.7877
Alkermes plc.,ALKS,"",52513.0,1184000.0,0.0076,0.0038,1028,36809.0,234.392511,addition,0.0336536,Q1 2019,HEALTH CARE,13F,06/30/2019,26.7117
Party city holdco inc,PRTY,"",160311.0,1175000.0,0.0075,0.0087,1029,-4514.0,-2.738662,reduction,0.1709255,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,9.98
Scotts miracle-gro co. (the),SMG,"",11882.0,1170000.0,0.0075,0.0022,1030,7744.0,187.143548,addition,0.0214670,Q1 2018,MATERIALS,13F,06/30/2019,88.767
Bank of hawaii corp. (honolulu  hi),BOH,"",14093.0,1168000.0,0.0075,0.0421,1031,-66277.0,-82.46485,reduction,0.0340657,Q4 2015,FINANCE,13F,06/30/2019,74.6687
Intuit  inc.,INTU,"",4458.0,1165000.0,0.0074,0.2292,1032,-127438.0,-96.620064,reduction,0.0017208,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,193.5489
Macys inc,M,"",54168.0,1162000.0,0.0074,0.035,1033,-164592.0,-75.238618,reduction,0.0176173,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,24.03
Teledyne technologies  inc.,TDY,"",4217.0,1155000.0,0.0074,0.0034,1034,2032.0,92.997712,addition,0.0116427,Q1 2019,INDUSTRIALS,13F,06/30/2019,254.7713
K12 inc,LRN,"",37703.0,1147000.0,0.0073,,1035,37703.0,,new,0.0937886,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,30.41
Boston beer inc class a,SAM,"",3034.0,1146000.0,0.0073,0.0147,1036,-4492.0,-59.68642,reduction,0.0261102,Q4 2018,CONSUMER STAPLES,13F,06/30/2019,280.2156
Packaging corp. of america,PKG,"",12011.0,1145000.0,0.0073,0.0259,1037,-27210.0,-69.3761,reduction,0.0127101,Q1 2017,MATERIALS,13F,06/30/2019,109.0836
Sensata technologies holding n.v.,ST,"",23369.0,1145000.0,0.0073,,1038,23369.0,,new,0.0144583,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,49.0
American states water co.,AWR,"",15200.0,1144000.0,0.0073,0.005,1039,4677.0,44.4455,addition,0.0413380,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,72.5123
Core-mark holding co inc,CORE,"",28757.0,1142000.0,0.0073,,1040,28757.0,,new,0.0626924,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,39.72
Altria group  inc. (philip morris),MO,"",24049.0,1139000.0,0.0073,0.0021,1041,18632.0,343.954218,addition,0.0012843,Q2 2015,CONSUMER STAPLES,13F,06/30/2019,48.327
Metlife inc.,MET,"",22700.0,1128000.0,0.0072,0.0224,1042,-56459.0,-71.323539,reduction,0.0023713,Q1 2019,FINANCE,13F,06/30/2019,42.57
Marsh & mclennan companies  inc.,MMC,"",11302.0,1127000.0,0.0072,0.0066,1043,792.0,7.53568,addition,0.0022375,Q1 2019,FINANCE,13F,06/30/2019,94.3099
Xilinx  inc,XLNX,"",9525.0,1123000.0,0.0072,0.0508,1044,-50769.0,-84.202408,reduction,0.0037624,Q3 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,123.6405
Apergy corp,APY,"",33404.0,1120000.0,0.0072,0.0065,1045,9437.0,39.374974,addition,0.0431632,Q3 2018,ENERGY,13F,06/30/2019,30.976
Globus medical inc,GMED,"",26304.0,1113000.0,0.0071,,1046,26304.0,,new,0.0265724,Q2 2019,HEALTH CARE,13F,06/30/2019,42.3
Teradyne inc,TER,"",23128.0,1108000.0,0.0071,0.0255,1047,-72959.0,-75.930147,reduction,0.0133549,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,37.0313
Pdc energy corp.,PDCE,"",30632.0,1105000.0,0.0071,,1048,30632.0,,new,0.0463069,Q3 2018,ENERGY,13F,06/30/2019,36.06
Shaw communications inc class b,SJR,"",53947.0,1099000.0,0.007,,1049,53947.0,,new,0.0105855,Q2 2019,COMMUNICATIONS,13F,06/30/2019,20.38
Tyson foods  inc.,TSN,"",13583.0,1097000.0,0.007,0.3071,1050,-651657.0,-97.958181,reduction,0.0037112,Q2 2014,CONSUMER STAPLES,13F,06/30/2019,59.6763
Pinnacle west capital corp,PNW,"",11605.0,1092000.0,0.007,0.0189,1051,-18215.0,-61.083166,reduction,0.0103367,Q2 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,87.99
Proto labs inc,PRLB,"",9346.0,1084000.0,0.0069,,1052,9346.0,,new,0.0348082,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,116.02
E*trade financial corp.,ETFC,"",24289.0,1083000.0,0.0069,0.6195,1053,-1982612.0,-98.789726,reduction,0.0099082,Q2 2013,FINANCE,13F,06/30/2019,45.2651
Valero energy corp.,VLO,"",12613.0,1080000.0,0.0069,0.024,1054,-29996.0,-70.398273,reduction,0.0030203,Q4 2017,ENERGY,13F,06/30/2019,84.83
Corning inc.,GLW,"",32461.0,1079000.0,0.0069,0.0192,1055,-54941.0,-62.860118,reduction,0.0041340,Q4 2015,MATERIALS,13F,06/30/2019,35.3
Boyd gaming corp.,BYD,"",40040.0,1079000.0,0.0069,,1056,40040.0,,new,0.0360786,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,26.94
Clean harbors inc.,CLH,"",15002.0,1067000.0,0.0068,0.0085,1057,-2890.0,-16.15247,reduction,0.0268564,Q3 2018,INDUSTRIALS,13F,06/30/2019,71.5457
Dril-quip  inc.,DRQ,"",22198.0,1066000.0,0.0068,0.0303,1058,-77348.0,-77.700761,reduction,0.0620749,Q1 2018,ENERGY,13F,06/30/2019,46.0574
Enbridge  inc.,ENB,"",29521.0,1065000.0,0.0068,,1059,29521.0,,new,0.0014592,Q2 2018,ENERGY,13F,06/30/2019,36.08
F.n.b. corp.,FNB,"",90165.0,1061000.0,0.0068,0.0114,1060,-71000.0,-44.05423,reduction,0.0278450,Q1 2019,FINANCE,13F,06/30/2019,10.6
Axonics modulation technologies inc,AXNX,"",25812.0,1058000.0,0.0068,,1061,25812.0,,new,0.2010280,Q2 2019,HEALTH CARE,13F,06/30/2019,40.97
Symantec corp.,SYMC,"",48305.0,1051000.0,0.0067,0.28,1062,-1783223.0,-97.362585,reduction,0.0075569,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,21.3708
Bruker corp,BRKR,"",21037.0,1051000.0,0.0067,,1063,21037.0,,new,0.0134216,Q4 2016,HEALTH CARE,13F,06/30/2019,49.95
Silicon laboratories inc,SLAB,"",10142.0,1049000.0,0.0067,,1064,10142.0,,new,0.0234010,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,103.4
Regal beloit corp,RBC,"",12828.0,1048000.0,0.0067,,1065,12828.0,,new,0.0299650,Q2 2019,INDUSTRIALS,13F,06/30/2019,81.71
Hca healthcare inc,HCA,"",7723.0,1044000.0,0.0067,0.0393,1066,-37563.0,-82.946164,reduction,0.0022561,Q1 2016,HEALTH CARE,13F,06/30/2019,122.6741
Maxlinear inc,MXL,"",44377.0,1040000.0,0.0066,,1067,44377.0,,new,0.0628569,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,23.44
Edison international (southern california edison),EIX,"",15428.0,1040000.0,0.0066,0.1251,1068,-288504.0,-94.923865,reduction,0.0047353,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,58.0707
Charles schwab corp,SCHW,"",25833.0,1038000.0,0.0066,0.0028,1069,16084.0,164.981024,addition,0.0019362,Q4 2018,FINANCE,13F,06/30/2019,40.7382
Spdr s&p metals & mining etf,XME,"",36552.0,1037000.0,0.0066,,1070,36552.0,,new,No Data,Q2 2019,MATERIALS,13F,06/30/2019,28.38
Trustmark corp. (jackson  ms),TRMK,"",31121.0,1035000.0,0.0066,0.0141,1071,-31905.0,-50.621966,reduction,0.0474550,Q4 2015,FINANCE,13F,06/30/2019,33.63
Agilent technologies inc,A,"",13818.0,1032000.0,0.0066,0.0216,1072,-26571.0,-65.787714,reduction,0.0043519,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,67.46
Sanmina corp.,SANM,"",33972.0,1029000.0,0.0066,0.0058,1073,3522.0,11.566502,addition,0.0496449,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,28.9983
Popular inc (puerto rico),BPOP,"",18774.0,1018000.0,0.0065,0.0037,1074,8247.0,78.341408,addition,0.0194308,Q4 2018,FINANCE,13F,06/30/2019,50.3037
Shopify inc,SHOP,"",3385.0,1016000.0,0.0065,,1075,3385.0,,new,0.0030364,Q4 2018,COMMUNICATIONS,13F,06/30/2019,300.15
Gaming and leisure properties inc,GLPI,"",25672.0,1001000.0,0.0064,0.0873,1076,-314663.0,-92.456844,reduction,0.0119594,Q4 2015,REAL ESTATE,13F,06/30/2019,35.2799
Essent group ltd,ESNT,"",21232.0,998000.0,0.0064,0.0129,1077,-23515.0,-52.551009,reduction,0.0215838,Q4 2014,FINANCE,13F,06/30/2019,40.4703
Zions bancorp,ZION,"",21682.0,997000.0,0.0064,0.0153,1078,-28990.0,-57.211083,reduction,0.0112815,Q4 2014,FINANCE,13F,06/30/2019,49.3601
So-young international inc,SY,"",70865.0,984000.0,0.0063,,1079,70865.0,,new,No Data,Q2 2019, ,13F,06/30/2019,13.89
Synaptics inc,SYNA,"",33676.0,981000.0,0.0063,0.0024,1080,24706.0,275.429208,addition,0.0978953,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,31.9661
Hubbell inc class b,HUBB,"",7482.0,976000.0,0.0062,0.1562,1081,-191663.0,-96.242939,reduction,0.0137033,Q4 2016,INDUSTRIALS,13F,06/30/2019,108.9437
Irobot corp,IRBT,"",10618.0,973000.0,0.0062,0.0806,1082,-92395.0,-89.692563,reduction,0.0381942,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,85.1327
Salesforce.com inc.,CRM,CALL,6200.0,972000.0,0.0062,,1083,6200.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Dolby laboratories,DLB,"",14916.0,964000.0,0.0062,0.0073,1084,-2482.0,-14.266008,reduction,0.0145352,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,62.97
W d-40 co,WDFC,"",6044.0,961000.0,0.0061,,1085,6044.0,,new,0.0437971,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,159.04
Deluxe corp.,DLX,"",23514.0,956000.0,0.0061,0.003,1086,13239.0,128.846715,addition,0.0538818,Q2 2018,INDUSTRIALS,13F,06/30/2019,47.3427
Voyager therapeutics inc,VYGR,"",34964.0,952000.0,0.0061,,1087,34964.0,,new,0.0949335,Q2 2019,HEALTH CARE,13F,06/30/2019,27.22
Akamai technologies inc.,AKAM,"",11811.0,947000.0,0.0061,0.1372,1088,-275841.0,-95.893997,reduction,0.0072385,Q4 2017,COMMUNICATIONS,13F,06/30/2019,70.4824
Choice hotels international  inc.,CHH,"",10882.0,947000.0,0.0061,0.1572,1089,-293221.0,-96.421607,reduction,0.0195544,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,77.74
Peoples united financial  inc.,PBCT,"",56380.0,946000.0,0.006,,1090,56380.0,,new,0.0148929,Q2 2019,FINANCE,13F,06/30/2019,16.78
Buckle inc,BKE,"",54619.0,945000.0,0.006,0.0109,1091,-32936.0,-37.617498,reduction,0.1109240,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,19.1385
Flowers foods,FLO,"",40545.0,943000.0,0.006,0.0038,1092,13587.0,50.400623,addition,0.0192248,Q4 2018,CONSUMER STAPLES,13F,06/30/2019,20.0785
Fti consulting  inc.,FCN,"",11249.0,943000.0,0.006,,1093,11249.0,,new,0.0297121,Q2 2019,INDUSTRIALS,13F,06/30/2019,83.84
Intellia therapeutics inc,NTLA,"",57321.0,938000.0,0.006,0.0052,1094,11675.0,25.577269,addition,0.1254014,Q4 2018,HEALTH CARE,13F,06/30/2019,14.204
Herbalife nutrition ltd,HLF,"",21877.0,935000.0,0.006,,1095,21877.0,,new,0.0143090,Q3 2017,HEALTH CARE,13F,06/30/2019,42.76
Skyworks solutions  inc.,SWKS,"",12031.0,930000.0,0.0059,0.1315,1096,-227837.0,-94.984325,reduction,0.0069543,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,87.9166
Enanta pharmaceuticals inc,ENTA,"",11013.0,929000.0,0.0059,0.0062,1097,1210.0,12.34316,addition,0.0559888,Q1 2019,HEALTH CARE,13F,06/30/2019,94.296
Verizon communications,VZ,"",16196.0,925000.0,0.0059,0.0021,1098,10891.0,205.29689,addition,0.0003923,Q4 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,54.0805
Vertex pharmaceuticals  inc.,VRTX,"",5043.0,925000.0,0.0059,0.0241,1099,-14660.0,-74.404913,reduction,0.0019725,Q3 2018,HEALTH CARE,13F,06/30/2019,185.9465
Corecivic inc. (corrections corp. of america),CXW,"",44290.0,919000.0,0.0059,0.0034,1100,18337.0,70.654645,addition,0.0371966,Q3 2017,REAL ESTATE,13F,06/30/2019,22.0925
Nasdaq inc,NDAQ,"",9506.0,914000.0,0.0058,0.0241,1101,-32001.0,-77.097839,reduction,0.0057466,Q1 2019,FINANCE,13F,06/30/2019,87.49
Freshpet inc,FRPT,"",20091.0,914000.0,0.0058,0.0042,1102,5159.0,34.54996,addition,0.0559950,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,43.1168
United therapeutics corp,UTHR,"",11696.0,913000.0,0.0058,,1103,11696.0,,new,0.0267521,Q2 2019,HEALTH CARE,13F,06/30/2019,78.06
Rexnord corp.,RXN,"",30157.0,911000.0,0.0058,,1104,30157.0,,new,0.0286418,Q2 2017,INDUSTRIALS,13F,06/30/2019,30.22
Spectrum pharmaceuticals inc.,SPPI,"",105556.0,909000.0,0.0058,0.0037,1105,53842.0,104.11494,addition,0.0950527,Q4 2017,HEALTH CARE,13F,06/30/2019,8.6786
Banner corp,BANR,"",16787.0,909000.0,0.0058,0.0087,1106,-7450.0,-30.738128,reduction,0.0478535,Q1 2018,FINANCE,13F,06/30/2019,54.8379
Kemet corp,KEM,PUT,50000.0,904000.0,0.0058,,1107,50000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Nvidia corp.,NVDA,"",5500.0,903000.0,0.0058,0.0472,1108,-34007.0,-86.078416,reduction,0.0009039,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,179.56
Ncs multistage holdings inc,NCSM,"",254395.0,903000.0,0.0058,0.0039,1109,140278.0,122.924718,addition,0.5450932,Q1 2019,ENERGY,13F,06/30/2019,4.2812
Power integrations  inc.,POWI,"",11217.0,899000.0,0.0057,,1110,11217.0,,new,0.0386127,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,80.18
Spire inc. (laclede gas light),SR,"",10589.0,889000.0,0.0057,,1111,10589.0,,new,0.0208691,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,83.92
Telus corp. non-voting shares,TU,"",24094.0,889000.0,0.0057,0.004,1112,7889.0,48.682505,addition,0.0073949,Q1 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,36.9974
Trinseo s.a.,TSE,"",20835.0,882000.0,0.0056,,1113,20835.0,,new,0.0510287,Q2 2019,MATERIALS,13F,06/30/2019,42.34
Calavo growers inc,CVGW,"",9072.0,878000.0,0.0056,,1114,9072.0,,new,0.0515455,Q4 2018,CONSUMER STAPLES,13F,06/30/2019,96.74
Maximus  inc.,MMS,"",12088.0,877000.0,0.0056,0.0119,1115,-13192.0,-52.183544,reduction,0.0189467,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,67.9636
Insulet corp,PODD,"",7330.0,875000.0,0.0056,0.0369,1116,-50988.0,-87.430982,reduction,0.0122822,Q2 2017,HEALTH CARE,13F,06/30/2019,63.8695
Hewlett packard enterprise co,HPE,"",57377.0,858000.0,0.0055,0.0149,1117,-87646.0,-60.435931,reduction,0.0041869,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,15.7122
Badger meter inc,BMI,"",14274.0,852000.0,0.0054,0.0028,1118,6589.0,85.738452,addition,0.0490179,Q4 2018,INDUSTRIALS,13F,06/30/2019,54.0477
National instruments corp,NATI,"",20221.0,849000.0,0.0054,,1119,20221.0,,new,0.0152152,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,41.99
Miller (herman) inc.,MLHR,"",18975.0,848000.0,0.0054,0.0045,1120,-96.0,-0.503382,reduction,0.0322649,Q1 2019,INDUSTRIALS,13F,06/30/2019,35.18
Wex  inc.,WEX,"",4025.0,838000.0,0.0054,,1121,4025.0,,new,0.0093301,Q4 2016,FINANCE,13F,06/30/2019,208.1
Morgan stanley,MS,"",19137.0,838000.0,0.0054,0.6378,1122,-2254003.0,-99.158125,reduction,0.0011199,Q1 2015,FINANCE,13F,06/30/2019,42.2818
Hms holdings corp.,HMSY,"",25699.0,832000.0,0.0053,0.0064,1123,-6778.0,-20.870154,reduction,0.0301384,Q4 2018,HEALTH CARE,13F,06/30/2019,29.2291
Rite aid corp.,RAD,"",103498.0,829000.0,0.0053,0.0084,1124,4049.4,4.071852,addition,0.1920186,Q3 2018,CONSUMER STAPLES,13F,06/30/2019,-34.2992
Unisys corp. (burroughs adding machine),UIS,"",85050.0,827000.0,0.0053,0.0017,1125,63645.0,297.337071,addition,0.1643161,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,10.2007
Equity residential,EQR,"",10885.0,826000.0,0.0053,0.0132,1126,-15379.0,-58.555437,reduction,0.0029424,Q4 2016,REAL ESTATE,13F,06/30/2019,75.32
California resources corp,CRC,"",41831.0,823000.0,0.0053,,1127,41831.0,,new,0.0857193,Q2 2019,ENERGY,13F,06/30/2019,19.68
Fulton financial corp.,FULT,"",50201.0,822000.0,0.0053,0.0108,1128,-55162.0,-52.354242,reduction,0.0295491,Q1 2017,FINANCE,13F,06/30/2019,16.8423
Sensient technologies  inc.,SXT,"",11168.0,821000.0,0.0052,,1129,11168.0,,new,0.0264081,Q2 2019,MATERIALS,13F,06/30/2019,73.48
Enphase energy inc,ENPH,"",44904.0,819000.0,0.0052,,1130,44904.0,,new,0.0407366,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,18.23
Silgan holdings inc,SLGN,"",26715.0,817000.0,0.0052,,1131,26715.0,,new,0.0241918,Q2 2019,MATERIALS,13F,06/30/2019,30.6
Corcept therapeutics inc,CORT,"",73025.0,814000.0,0.0052,,1132,73025.0,,new,0.0636550,Q2 2019,HEALTH CARE,13F,06/30/2019,11.15
Prospect capital corp,PSEC,"",123795.0,808000.0,0.0052,0.0042,1133,27992.0,29.218292,addition,0.0337583,Q3 2017,FINANCE,13F,06/30/2019,6.5223
Jack in the box  inc,JACK,"",9842.0,801000.0,0.0051,0.2753,1134,-500920.0,-98.073075,reduction,0.0381325,Q1 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,80.4844
Avery dennison corp.,AVY,"",6878.0,796000.0,0.0051,0.0056,1135,-542.0,-7.304582,reduction,0.0081910,Q4 2017,INDUSTRIALS,13F,06/30/2019,113.0
Synopsys inc.,SNPS,"",6171.0,794000.0,0.0051,,1136,6171.0,,new,0.0041228,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,128.69
Anthem inc,ANTM,"",2804.0,791000.0,0.0051,0.0078,1137,-1262.0,-31.037875,reduction,0.0010902,Q4 2016,HEALTH CARE,13F,06/30/2019,249.9912
Apple hospitality reit inc,APLE,"",49423.0,784000.0,0.005,0.0158,1138,-96701.0,-66.177356,reduction,0.0220771,Q4 2016,REAL ESTATE,13F,06/30/2019,18.9787
Tallgrass energy lp,TGE,"",36958.0,780000.0,0.005,,1139,36958.0,,new,0.0131369,Q2 2019,ENERGY,13F,06/30/2019,21.11
Mobile mini inc.,MINI,"",25321.0,771000.0,0.0049,,1140,25321.0,,new,0.0564319,Q2 2019,INDUSTRIALS,13F,06/30/2019,30.43
Impinj inc,PI,"",26921.0,770000.0,0.0049,,1141,26921.0,,new,0.1244614,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,28.62
Sps commerce inc,SPSC,"",7506.0,767000.0,0.0049,0.0045,1142,1154.0,18.167506,addition,0.0419095,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,105.4681
Onemain holdings inc,OMF,"",22664.0,766000.0,0.0049,0.0075,1143,-12674.0,-35.865074,reduction,0.0166537,Q1 2019,FINANCE,13F,06/30/2019,31.75
Jpmorgan chase & co. (chemical bank),JPM,"",6831.0,764000.0,0.0049,0.3128,1144,-457963.0,-98.530317,reduction,0.0001990,Q1 2017,FINANCE,13F,06/30/2019,97.62
Aaon  inc,AAON,"",15129.0,759000.0,0.0049,,1145,15129.0,,new,0.0290551,Q2 2019,INDUSTRIALS,13F,06/30/2019,50.18
Endo international plc,ENDP,"",183554.0,756000.0,0.0048,,1146,183554.0,,new,0.0817977,Q3 2018,HEALTH CARE,13F,06/30/2019,4.12
Herc holdings inc,HRI,"",16361.0,750000.0,0.0048,0.0022,1147,7806.0,91.244886,addition,0.0571463,Q1 2018,TRANSPORTS,13F,06/30/2019,39.1404
Protective insurance class b,PTVCB,"",42839.0,744000.0,0.0048,0.0052,1148,547.0,1.293389,addition,0.2848338,Q1 2019,FINANCE,13F,06/30/2019,18.5053
Santander consumer usa holdings inc,SC,"",31040.0,744000.0,0.0048,0.1098,1149,-750246.0,-96.027063,reduction,0.0088237,Q4 2014,FINANCE,13F,06/30/2019,21.13
Strategic education,STRA,"",4174.0,743000.0,0.0047,,1150,4174.0,,new,0.0190246,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,178.0
Granite point mortgage trust inc,GPMT,"",37774.0,725000.0,0.0046,0.0393,1151,-280810.0,-88.143158,reduction,0.0702903,Q2 2017,FINANCE,13F,06/30/2019,18.57
Ship finance international ltd,SFL,"",57938.0,725000.0,0.0046,,1152,57938.0,,new,0.0485365,Q2 2019,ENERGY,13F,06/30/2019,12.51
Steris corp.,STE,"",4830.0,719000.0,0.0046,0.0101,1153,-7070.0,-59.411765,reduction,0.0057099,Q1 2019,HEALTH CARE,13F,06/30/2019,128.03
